name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"chicago, illinois",2020-09-21,74.9,51.8,63.8,74.9,51.8,63.8,42.2,46.6,0,0,0,,0,0,19.7,10.4,164.1,1027,32.7,9.9,197.5,17.2,7,,2020-09-21T06:37:24,2020-09-21T18:48:40,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-22,78.6,54.4,66.9,78.6,54.4,66.9,49.9,55.5,0,0,0,,0,0,18.3,10,206.3,1021.3,29.8,9.9,190.3,16.6,7,,2020-09-22T06:38:27,2020-09-22T18:46:55,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-23,78.5,58,68.2,78.5,58,68.2,54.7,63.8,0,0,0,,0,0,16.1,10.6,235.8,1016.7,54.9,9.9,183.2,15.9,7,,2020-09-23T06:39:30,2020-09-23T18:45:10,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-24,78.9,56.3,68.3,78.9,56.3,68.3,54,62.1,0,0,0,,0,0,22.1,13.2,213.4,1013.6,44.3,9.9,190.2,16.4,7,,2020-09-24T06:40:33,2020-09-24T18:43:25,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-25,80.1,59.1,70.6,80,59.1,70.6,53.3,55.8,0,0,0,,0,0,23.5,14.3,197,1013.2,12.7,9.9,200.3,17.2,7,,2020-09-25T06:41:36,2020-09-25T18:41:41,0.33,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-26,78,63.5,69.8,78,63.5,69.8,59.5,71.2,0,0,0,,0,0,35,21.1,201.1,1007.9,67,9.7,83.5,7.1,3,,2020-09-26T06:42:39,2020-09-26T18:39:57,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-27,76.8,56.7,68.9,76.8,56.7,68.9,56,64.9,0.04,100,8.33,rain,0,0,31.8,18.8,267.8,1006.5,66.6,9.9,111.4,9.7,4,,2020-09-27T06:43:43,2020-09-27T18:38:13,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-28,61,53.1,55.7,61,53.1,55.7,48.8,78.3,0.35,100,41.67,rain,0,0,27.7,13.6,268.5,1008.4,72.6,9.4,70.8,6.1,5,,2020-09-28T06:44:46,2020-09-28T18:36:29,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-29,60.4,45.7,53.6,60.4,43.8,53.1,44,70.8,0,0,0,,0,0,24.2,14.4,248.6,1010.5,40.9,9.9,149.2,12.8,6,,2020-09-29T06:45:50,2020-09-29T18:34:45,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-09-30,67,51.8,57.7,67,51.8,57.7,43.1,59.7,0,0,0,,0,0,40.2,23.6,257.2,1005.1,54.5,9.9,130.8,11.1,5,,2020-09-30T06:46:54,2020-09-30T18:33:02,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-01,56.2,48.1,51.7,56.2,44.9,50.6,42.1,70.2,0.25,100,20.83,rain,0,0,40.3,17.3,287.7,1015.7,53,9.8,119.6,10.2,5,,2020-10-01T06:47:59,2020-10-01T18:31:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-02,55.3,43.6,49,55.3,38,46.8,34.5,60.2,0,0,0,,0,0,20.8,14.9,269.5,1021.9,42.4,9.9,186.6,16,7,,2020-10-02T06:49:03,2020-10-02T18:29:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-03,56.6,46.3,50.4,56.6,43.7,49.3,37.9,62.9,0.11,100,20.83,rain,0,0,,7.9,225.3,1021.9,81.3,9.8,70.3,6,4,,2020-10-03T06:50:08,2020-10-03T18:27:55,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-04,56,42.5,48.4,56,36.3,45.8,37,66.8,0.07,100,20.83,rain,0,0,23,16.1,330.3,1022.8,55.1,9.8,110.8,9.5,7,,2020-10-04T06:51:13,2020-10-04T18:26:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-05,62.3,37.8,51,62.3,37.8,50.7,32.1,52.5,0,0,0,,0,0,30.6,18,221.1,1021.5,17.3,9.9,186.5,15.9,7,,2020-10-05T06:52:19,2020-10-05T18:24:32,0.56,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-06,74.4,51.5,61.4,74.4,51.5,61.4,41.3,48.4,0,0,0,,0,0,28.9,18.1,229.7,1012.2,26.9,9.9,169.2,14.6,7,,2020-10-06T06:53:24,2020-10-06T18:22:51,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-07,75.5,57.6,66.4,75.5,57.6,66.4,44.4,47.3,0,0,0,,0,0,27.1,16.1,245.5,1012,3.2,9.9,182.5,15.7,7,,2020-10-07T06:54:30,2020-10-07T18:21:11,0.63,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-08,69.7,49.4,58.3,69.7,49.4,58.3,44.8,62.7,0,0,0,,0,0,,13.6,65.3,1020.4,3.1,9.9,180.8,15.6,7,,2020-10-08T06:55:36,2020-10-08T18:19:31,0.68,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-09,81.4,51.6,66.6,80.2,51.6,66.5,47.7,52.4,0,0,0,,0,0,32.7,20.8,182.5,1013.8,22.4,9.5,159.3,13.8,6,,2020-10-09T06:56:43,2020-10-09T18:17:52,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-10,75.3,57.7,65.9,75.3,57.7,65.9,55.1,68.7,0,0,0,,0,0,25.3,16.3,154.7,1011.9,34,9.9,130,11,5,,2020-10-10T06:57:49,2020-10-10T18:16:14,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-11,67.4,56.8,62.8,67.4,56.8,62.8,52.8,70.1,0,0,0,,0,0,20.4,12.7,72.2,1013.7,53.7,9.9,130.8,11.2,6,,2020-10-11T06:58:56,2020-10-11T18:14:36,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-12,66.2,51.5,59.8,66.2,51.5,59.8,53,78.4,0.22,100,12.5,rain,0,0,37.5,17.9,209.7,1008.3,44.8,8.9,39.5,3.4,2,,2020-10-12T07:00:04,2020-10-12T18:12:59,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-13,73.1,44.2,57.7,73.1,40.5,56.7,35.5,47.6,0,0,0,,0,0,37.8,22.3,238.5,1016.1,30.8,9.9,120.9,10.4,6,,2020-10-13T07:01:11,2020-10-13T18:11:23,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-14,78.4,47.4,62.2,78.4,45.8,62,37.2,42.1,0,0,0,,0,0,45.8,24.5,213.2,1008.7,80.6,9.9,123.3,10.6,7,,2020-10-14T07:02:19,2020-10-14T18:09:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-15,65.6,44.6,53.5,65.6,40,52.7,30.4,41.9,0,0,0,,0,0,35.2,24.8,284.2,1012.2,69.2,9.9,93.3,8,4,,2020-10-15T07:03:28,2020-10-15T18:08:12,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-16,54.2,36.9,45.1,54.2,31.2,41.2,25.9,47.3,0,0,0,,0,0,30,16.4,243.1,1021.1,37.7,9.9,135.3,11.7,6,,2020-10-16T07:04:36,2020-10-16T18:06:38,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-17,64.9,38.1,52.3,64.9,33.8,50.4,26.5,39.9,0,0,0,,0,0,45.4,25.5,187.8,1018.4,84.9,9.9,69.4,6,4,,2020-10-17T07:05:45,2020-10-17T18:05:05,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-18,59.5,39.7,48.9,59.5,36.3,46.9,35.5,64.7,0.18,100,29.17,rain,0,0,32.1,20,253.3,1019,95.7,9.8,20.1,1.6,1,,2020-10-18T07:06:55,2020-10-18T18:03:33,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-19,49.8,39.9,42.8,47.4,34.2,38.4,35.5,75.6,0.05,100,8.33,rain,0,0,20.8,14.6,204,1024.2,92.1,9.3,84.1,7.3,6,,2020-10-19T07:08:04,2020-10-19T18:02:02,0.05,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-20,53.2,41.9,47,53.2,35.7,44.4,39.3,75.2,0.13,100,16.67,rain,0,0,20.5,12.9,140.9,1021.6,98.6,8.3,52.5,4.5,3,,2020-10-20T07:09:14,2020-10-20T18:00:32,0.09,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-21,57.5,47,51.2,57.5,41.8,49.8,43.1,74.6,0.2,100,20.83,rain,0,0,23.4,13.7,181.9,1020.7,92.7,8.4,112.2,9.7,5,,2020-10-21T07:10:25,2020-10-21T17:59:03,0.14,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-22,77.8,47.7,60.4,77.8,42.6,58.9,54,80.7,2.04,100,37.5,rain,0,0,29.3,15.4,142.9,1016.2,80.7,6.1,71.8,6.2,4,,2020-10-22T07:11:35,2020-10-22T17:57:35,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-23,71.1,42.8,55.2,71.1,35.5,51.9,48.4,78.2,0.51,100,29.17,rain,0,0,29.6,18.2,283.6,1014.5,85.2,8.6,22,1.9,1,,2020-10-23T07:12:46,2020-10-23T17:56:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-24,45.9,35.2,40.9,42.4,28.6,35.3,29.6,64.6,0,0,0,,0,0,,12.9,202.5,1025.1,64.7,9.9,130,11.2,6,,2020-10-24T07:13:57,2020-10-24T17:54:41,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-25,47,41.5,44.2,41.8,34.9,38.3,33.6,66.1,0,0,0,,0,0,20.8,14,31.6,1022.7,98.6,9.9,42.1,3.8,2,,2020-10-25T07:15:09,2020-10-25T17:53:17,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-26,42.5,34.1,37.4,35.4,26.3,30.4,30.5,76.3,0.03,100,12.5,"rain,snow",0,0,23.5,15,346.2,1025,100,9,31.5,2.7,1,,2020-10-26T07:16:21,2020-10-26T17:51:53,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-27,37.4,34.1,35.8,34.7,29,31.5,28.6,75,0.06,100,20.83,"rain,snow",0,0,,7.7,285.8,1025.6,96.2,8.1,18.7,1.5,1,,2020-10-27T07:17:33,2020-10-27T17:50:31,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-28,50.9,31.6,41.2,50.9,25.1,36.4,27.1,59,0,0,0,,0,0,22.2,12.9,230.9,1017.8,58.3,9.9,130.2,11.2,6,,2020-10-28T07:18:45,2020-10-28T17:49:10,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-29,49.4,37.7,43.8,43.4,29.7,37.6,33.1,66,0,0,0,,0,0,38.3,23.4,133,1013.4,94.3,9.9,26.9,2.3,1,,2020-10-29T07:19:58,2020-10-29T17:47:50,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-30,43.1,30.6,36.7,40.8,25.2,31.3,22.2,56.4,0,0,0,,0,0,19.7,10.8,216.3,1025.3,24.2,9.9,120.1,10.5,6,,2020-10-30T07:21:11,2020-10-30T17:46:32,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-10-31,59,31.1,45.4,59,26.3,42.9,30.7,58.3,0.01,100,4.17,rain,0,0,34.3,21.1,176.6,1021.4,20.5,9.9,135.6,11.9,6,,2020-10-31T07:22:24,2020-10-31T17:45:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-01,54.5,31.9,40.3,54.5,25.1,32.7,20.2,44.8,0,0,0,,0,0,44.6,27.9,292.9,1020.8,44.4,9.9,81.5,7.2,5,,2020-11-01T06:23:37,2020-11-01T16:43:59,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-02,50.5,28.2,39.5,50.5,21.1,33.9,18.6,44.2,0,0,0,,0,0,30.4,20.1,245.7,1025,41.5,9.9,135,11.6,6,,2020-11-02T06:24:51,2020-11-02T16:42:45,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-03,69.9,38.4,53.9,69.9,34,52.1,32.2,45.9,0,0,0,,0,0,24.2,13.9,218.7,1018.4,5.3,9.9,134.1,11.7,6,,2020-11-03T06:26:04,2020-11-03T16:41:32,0.54,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-04,73.9,49.8,61.5,73.9,46,61.3,40.7,48.5,0,0,0,,0,0,32.2,19.9,211.7,1017.9,26.1,9.9,130.7,11.3,6,,2020-11-04T06:27:18,2020-11-04T16:40:21,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-05,71.1,56.1,62,71.1,56.1,62,42.9,50,0,0,0,,0,0,24.2,14.6,222.3,1019.6,51.7,9.9,98.7,8.5,5,,2020-11-05T06:28:32,2020-11-05T16:39:11,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-06,74,49.1,61.4,74,46.1,61.1,46,58.4,0,0,0,,0,0,24.3,15.3,209.3,1020.8,32.8,9.9,123.5,10.6,5,,2020-11-06T06:29:46,2020-11-06T16:38:03,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-07,71.4,53.4,61.8,71.4,53.4,61.8,45.1,55.3,0,0,0,,0,0,26.6,14.1,197.9,1020.7,24.9,9.9,125.8,11,5,,2020-11-07T06:31:00,2020-11-07T16:36:57,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-08,76.5,54.3,65.6,76.5,54.3,65.6,52.5,63.3,0,0,0,,0,0,26.4,15.9,174.3,1021.4,53.9,9.9,84.6,7.3,5,,2020-11-08T06:32:14,2020-11-08T16:35:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-09,75.5,63.1,69.6,75.5,63.1,69.6,56.1,62.4,0,0,0,,0,0,32.9,17.1,188.4,1016.8,76.4,9.9,90.5,7.8,4,,2020-11-09T06:33:29,2020-11-09T16:34:50,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-10,74.1,45.8,66.5,74.1,37.6,66,56.9,71.6,0.38,100,16.67,rain,0,0,48.5,26,208.7,1007,94.9,9.6,48.1,4.2,3,,2020-11-10T06:34:43,2020-11-10T16:33:49,0.86,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-11,45.1,35.4,39.7,40.8,25.6,33.5,28.8,65.3,0.16,100,4.17,"rain,snow",0,0,37.4,24.4,255.1,1017.3,46.4,9.9,112.2,9.8,5,,2020-11-11T06:35:57,2020-11-11T16:32:49,0.91,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-12,53.5,34.8,44.3,53.5,30.7,42,31.3,62.1,0,0,0,,0,0,19.7,12.5,194.5,1019.7,50,9.8,122.6,10.6,5,,2020-11-12T06:37:11,2020-11-12T16:31:52,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-13,46.1,31.3,37.7,42.8,24.7,32.2,25.9,62.8,0,0,0,,0,0,29.9,16.9,275.5,1021.2,46.5,9.9,113,9.8,5,,2020-11-13T06:38:25,2020-11-13T16:30:56,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-14,48.8,29.1,38.6,43.2,21.5,32.2,30.4,72.9,0.16,100,16.67,rain,0,0,32.9,16.5,150.5,1014,63.6,9.5,49.2,4.1,3,,2020-11-14T06:39:38,2020-11-14T16:30:02,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-15,55.1,35.1,44,55.1,24.9,36.8,34.8,70.5,0.16,100,16.67,rain,0,0,59.1,31.6,250.7,1002.6,91.8,9.5,22.6,1.9,1,,2020-11-15T06:40:52,2020-11-15T16:29:11,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-16,46.8,31.9,39.4,43.4,21.8,32.3,24.9,56.9,0,0,0,,0,0,31.2,20.4,258.3,1018.2,31.6,9.9,111.8,9.4,5,,2020-11-16T06:42:05,2020-11-16T16:28:21,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-17,42.2,29.6,36.3,36.7,19.2,29.2,18.7,49.2,0,0,0,,0,0,30.1,18,295.1,1031,41.2,9.9,119.3,10.2,5,,2020-11-17T06:43:18,2020-11-17T16:27:33,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-18,50.2,34.4,43.3,50.2,29.1,38.2,21.5,43,0,0,0,,0,0,37.8,22.9,188.6,1028.5,75.4,9.9,106,9,5,,2020-11-18T06:44:30,2020-11-18T16:26:47,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-19,65.8,45.8,56.6,65.8,38.8,54.9,30.4,36.9,0,0,0,,0,0,41.3,27.3,209.8,1015.4,77.8,9.9,98.9,8.4,4,,2020-11-19T06:45:42,2020-11-19T16:26:03,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-20,62.1,44.8,55.6,62.1,39.2,55.2,35.5,47.4,0,0,0,,0,0,30.8,19.7,259.8,1023.7,53,9.9,97.3,8.2,4,,2020-11-20T06:46:54,2020-11-20T16:25:22,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-21,45.9,38.3,42,44.4,31.9,37.5,32.1,67.8,0,0,0,,0,0,,9.9,108.5,1032.9,79.1,9.9,77.9,6.8,4,,2020-11-21T06:48:05,2020-11-21T16:24:42,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-22,45.5,40.6,42.7,42.8,36.3,39.4,34,71.1,0.02,100,8.33,rain,0,0,18.3,10.8,195.1,1023.9,90.2,9.7,31.5,2.7,2,,2020-11-22T06:49:16,2020-11-22T16:24:05,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-23,45.1,33.2,39.3,45,29,35.1,28,64.7,0,0,0,,0,0,19.7,9.8,237.7,1026.1,50.1,9.9,103.5,8.9,5,,2020-11-23T06:50:26,2020-11-23T16:23:29,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-24,45,33.3,39.1,39.4,27.1,33,33.8,81.3,0.47,100,70.83,"rain,snow",0,0,24.2,13.2,151.6,1020.1,98,5.8,18.5,1.5,1,,2020-11-24T06:51:35,2020-11-24T16:22:56,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-25,47,44.4,45.4,44,38.7,41.4,43,91.5,0.38,100,29.17,rain,0,0,19.7,11.5,153.1,1008.9,98.4,3.7,8,0.8,0,,2020-11-25T06:52:44,2020-11-25T16:22:26,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-26,46.1,40.2,42.9,40.4,35,37.7,37.5,81.2,0,0,0,,0,0,24.2,15.7,243.5,1016,83.1,8.9,53.4,4.6,3,,2020-11-26T06:53:52,2020-11-26T16:21:57,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-27,45.1,34.1,40.3,40.4,27.8,35.3,33.3,76.4,0,0,0,,0,0,,11.5,256.7,1019.6,63.2,8.2,46,4.1,3,,2020-11-27T06:54:59,2020-11-27T16:21:31,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-28,49,29.2,39.2,44.1,22.7,33.4,28,64.6,0,0,0,,0,0,27.7,16.5,229.6,1020.5,6.5,9.9,104.9,9.1,5,,2020-11-28T06:56:05,2020-11-28T16:21:07,0.48,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-29,49.5,36.5,41.8,45.2,28.4,35.5,29.7,62.5,0,0,0,,0,0,32.9,21.1,259.9,1015.2,62.8,9.9,63.3,5.5,3,,2020-11-29T06:57:10,2020-11-29T16:20:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-11-30,37.7,29.1,32.4,28.1,16.9,20.9,18.7,56.8,0,0,0,,0,0,35.1,21.9,336.3,1016,100,9.9,19.8,1.7,1,,2020-11-30T06:58:14,2020-11-30T16:20:26,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
"chicago, illinois",2020-12-01,33.6,26.1,29.4,26.1,16.7,20.9,17.1,59.6,0,0,0,,0,0,25.3,15,303.4,1019.3,59.8,9.9,54.8,4.6,3,,2020-12-01T06:59:18,2020-12-01T16:20:09,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
